Scanning dir /home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository
Starting filesystem walk for root: /
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.14.0/commons-lang3-3.14.0.pom: failed resolving {Maven:org.apache.commons:commons-lang3[Concrete:3.14.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.10.0:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.10.0/junit-jupiter-5.10.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.16.0/commons-lang3-3.16.0.pom: failed resolving {Maven:org.apache.commons:commons-lang3[Concrete:3.16.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.11.0-M2:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.11.0-M2/junit-jupiter-5.11.0-M2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-lang3/3.19.0/commons-lang3-3.19.0.pom: failed resolving {Maven:org.apache.commons:commons-lang3[Concrete:3.19.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.13.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.13.4/junit-jupiter-5.13.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/commons/commons-text/1.10.0/commons-text-1.10.0.pom: failed resolving {Maven:org.apache.commons:commons-text[Concrete:1.10.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter@5.9.1:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter/5.9.1/junit-jupiter-5.9.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/logging/log4j/log4j-to-slf4j/2.25.4/log4j-to-slf4j-2.25.4.pom: failed resolving {Maven:org.apache.logging.log4j:log4j-to-slf4j[Concrete:2.25.4] {}}: failed to fetch Maven project org.osgi:org.osgi.core@6.0.0:
API query failed: Maven registry http://127.0.0.1:32815/org/osgi/org.osgi.core/6.0.0/org.osgi.core-6.0.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/logging/log4j/log4j/2.25.4/log4j-2.25.4.pom: failed resolving {Maven:org.apache.logging.log4j:log4j[Concrete:2.25.4] {}}: failed to fetch Maven project biz.aQute.bnd:biz.aQute.bnd.annotation@7.1.0:
API query failed: Maven registry http://127.0.0.1:32815/biz/aQute/bnd/biz.aQute.bnd.annotation/7.1.0/biz.aQute.bnd.annotation-7.1.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/enforcer/enforcer-api/3.6.2/enforcer-api-3.6.2.pom: failed resolving {Maven:org.apache.maven.enforcer:enforcer-api[Concrete:3.6.2] {}}: failed to fetch Maven project org.apache.maven:maven-plugin-api@3.9.11:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/maven-plugin-api/3.9.11/maven-plugin-api-3.9.11.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/enforcer/enforcer-rules/3.6.2/enforcer-rules-3.6.2.pom: failed resolving {Maven:org.apache.maven.enforcer:enforcer-rules[Concrete:3.6.2] {}}: failed to fetch Maven project org.apache.maven:maven-artifact@3.9.11:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/maven-artifact/3.9.11/maven-artifact-3.9.11.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/maven-archiver/3.6.2/maven-archiver-3.6.2.pom: failed resolving {Maven:org.apache.maven:maven-archiver[Concrete:3.6.2] {}}: failed to fetch Maven project org.mockito:mockito-core@4.11.0:
API query failed: Maven registry http://127.0.0.1:32815/org/mockito/mockito-core/4.11.0/mockito-core-4.11.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-clean-plugin/3.5.0/maven-clean-plugin-3.5.0.pom: failed resolving {Maven:org.apache.maven.plugins:maven-clean-plugin[Concrete:3.5.0] {}}: failed to fetch Maven project org.apache.maven:maven-plugin-api@3.9.9:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/maven-plugin-api/3.9.9/maven-plugin-api-3.9.9.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-compiler-plugin/3.14.1/maven-compiler-plugin-3.14.1.pom: failed resolving {Maven:org.apache.maven.plugins:maven-compiler-plugin[Concrete:3.14.1] {}}: failed to fetch Maven project org.apache.maven.plugin-tools:maven-plugin-annotations@3.15.1:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/plugin-tools/maven-plugin-annotations/3.15.1/maven-plugin-annotations-3.15.1.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-enforcer-plugin/3.6.2/maven-enforcer-plugin-3.6.2.pom: failed resolving {Maven:org.apache.maven.plugins:maven-enforcer-plugin[Concrete:3.6.2] {}}: failed to fetch Maven project org.apache.maven:maven-plugin-api@3.9.11:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/maven-plugin-api/3.9.11/maven-plugin-api-3.9.11.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-jar-plugin/3.4.2/maven-jar-plugin-3.4.2.pom: failed resolving {Maven:org.apache.maven.plugins:maven-jar-plugin[Concrete:3.4.2] {}}: failed to fetch Maven project org.apache.maven.plugin-tools:maven-plugin-annotations@3.12.0:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/plugin-tools/maven-plugin-annotations/3.12.0/maven-plugin-annotations-3.12.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-resources-plugin/3.3.1/maven-resources-plugin-3.3.1.pom: failed resolving {Maven:org.apache.maven.plugins:maven-resources-plugin[Concrete:3.3.1] {}}: failed to fetch Maven project org.apache.maven.plugin-tools:maven-plugin-annotations@3.7.0:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/plugin-tools/maven-plugin-annotations/3.7.0/maven-plugin-annotations-3.7.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/plugins/maven-shade-plugin/3.6.0/maven-shade-plugin-3.6.0.pom: failed resolving {Maven:org.apache.maven.plugins:maven-shade-plugin[Concrete:3.6.0] {}}: failed to fetch Maven project org.apache.maven:maven-plugin-api@3.9.7:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/maven/maven-plugin-api/3.9.7/maven-plugin-api-3.9.7.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/shared/file-management/3.1.0/file-management-3.1.0.pom: failed resolving {Maven:org.apache.maven.shared:file-management[Concrete:3.1.0] {}}: failed to fetch Maven project junit:junit@4.13.2:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.13.2/junit-4.13.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/shared/maven-common-artifact-filters/3.4.0/maven-common-artifact-filters-3.4.0.pom: failed resolving {Maven:org.apache.maven.shared:maven-common-artifact-filters[Concrete:3.4.0] {}}: failed to fetch Maven project junit:junit@4.13.2:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.13.2/junit-4.13.2.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/shared/maven-filtering/3.3.1/maven-filtering-3.3.1.pom: failed resolving {Maven:org.apache.maven.shared:maven-filtering[Concrete:3.3.1] {}}: failed to fetch Maven project org.mockito:mockito-core@4.7.0:
API query failed: Maven registry http://127.0.0.1:32815/org/mockito/mockito-core/4.7.0/mockito-core-4.7.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/shared/maven-shared-incremental/1.1/maven-shared-incremental-1.1.pom: failed resolving {Maven:org.apache.maven.shared:maven-shared-incremental[Concrete:1.1] {}}: failed to fetch Maven project org.codehaus.plexus:plexus-component-api@1.0-alpha-16:
API query failed: Maven registry http://127.0.0.1:32815/org/codehaus/plexus/plexus-component-api/1.0-alpha-16/plexus-component-api-1.0-alpha-16.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/shared/maven-shared-utils/3.4.2/maven-shared-utils-3.4.2.pom: failed resolving {Maven:org.apache.maven.shared:maven-shared-utils[Concrete:3.4.2] {}}: failed to fetch Maven project org.fusesource.jansi:jansi@2.4.0:
API query failed: Maven registry http://127.0.0.1:32815/org/fusesource/jansi/jansi/2.4.0/jansi-2.4.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/maven/surefire/maven-surefire-common/3.5.5/maven-surefire-common-3.5.5.pom: failed resolving {Maven:org.apache.maven.surefire:maven-surefire-common[Concrete:3.5.5] {}}: failed to fetch Maven project org.slf4j:slf4j-simple@1.7.36:
API query failed: Maven registry http://127.0.0.1:32815/org/slf4j/slf4j-simple/1.7.36/slf4j-simple-1.7.36.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/apache/tomcat/embed/tomcat-embed-core/11.0.25/tomcat-embed-core-11.0.25.pom: failed resolving {Maven:org.apache.tomcat.embed:tomcat-embed-core[Concrete:11.0.25] {}}: failed to fetch Maven project org.apache.tomcat:tomcat-annotations-api@11.0.25:
API query failed: Maven registry http://127.0.0.1:32815/org/apache/tomcat/tomcat-annotations-api/11.0.25/tomcat-annotations-api-11.0.25.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/assertj/assertj-core/3.27.7/assertj-core-3.27.7.pom: failed resolving {Maven:org.assertj:assertj-core[Concrete:3.27.7] {}}: failed to fetch Maven project net.bytebuddy:byte-buddy@1.18.3:
API query failed: Maven registry http://127.0.0.1:32815/net/bytebuddy/byte-buddy/1.18.3/byte-buddy-1.18.3.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-archiver/4.9.2/plexus-archiver-4.9.2.pom: failed resolving {Maven:org.codehaus.plexus:plexus-archiver[Concrete:4.9.2] {}}: failed to fetch Maven project org.slf4j:slf4j-simple@1.7.36:
API query failed: Maven registry http://127.0.0.1:32815/org/slf4j/slf4j-simple/1.7.36/slf4j-simple-1.7.36.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compiler-api/2.15.0/plexus-compiler-api-2.15.0.pom: failed resolving {Maven:org.codehaus.plexus:plexus-compiler-api[Concrete:2.15.0] {}}: failed to fetch Maven project org.codehaus.plexus:plexus-component-annotations@2.2.0:
API query failed: Maven registry http://127.0.0.1:32815/org/codehaus/plexus/plexus-component-annotations/2.2.0/plexus-component-annotations-2.2.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-compilers/2.15.0/plexus-compilers-2.15.0.pom: failed resolving {Maven:org.codehaus.plexus:plexus-compilers[Concrete:2.15.0] {}}: failed to fetch Maven project org.codehaus.plexus:plexus-compiler-test@2.15.0:
API query failed: Maven registry http://127.0.0.1:32815/org/codehaus/plexus/plexus-compiler-test/2.15.0/plexus-compiler-test-2.15.0.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-io/3.4.2/plexus-io-3.4.2.pom: failed resolving {Maven:org.codehaus.plexus:plexus-io[Concrete:3.4.2] {}}: failed to fetch Maven project org.slf4j:slf4j-simple@1.7.36:
API query failed: Maven registry http://127.0.0.1:32815/org/slf4j/slf4j-simple/1.7.36/slf4j-simple-1.7.36.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-java/1.5.0/plexus-java-1.5.0.pom: failed resolving {Maven:org.codehaus.plexus:plexus-java[Concrete:1.5.0] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-api@5.11.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-api/5.11.4/junit-jupiter-api-5.11.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-java/1.5.2/plexus-java-1.5.2.pom: failed resolving {Maven:org.codehaus.plexus:plexus-java[Concrete:1.5.2] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-api@5.13.4:
API query failed: Maven registry http://127.0.0.1:32815/org/junit/jupiter/junit-jupiter-api/5.13.4/junit-jupiter-api-5.13.4.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-utils/3.5.0/plexus-utils-3.5.0.pom: failed resolving {Maven:org.codehaus.plexus:plexus-utils[Concrete:3.5.0] {}}: failed to fetch Maven project org.openjdk.jmh:jmh-core@1.35:
API query failed: Maven registry http://127.0.0.1:32815/org/openjdk/jmh/jmh-core/1.35/jmh-core-1.35.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-utils/3.5.1/plexus-utils-3.5.1.pom: failed resolving {Maven:org.codehaus.plexus:plexus-utils[Concrete:3.5.1] {}}: failed to fetch Maven project org.openjdk.jmh:jmh-core@1.36:
API query failed: Maven registry http://127.0.0.1:32815/org/openjdk/jmh/jmh-core/1.36/jmh-core-1.36.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus-xml/3.0.1/plexus-xml-3.0.1.pom: failed resolving {Maven:org.codehaus.plexus:plexus-xml[Concrete:3.0.1] {}}: failed to fetch Maven project org.openjdk.jmh:jmh-core@1.37:
API query failed: Maven registry http://127.0.0.1:32815/org/openjdk/jmh/jmh-core/1.37/jmh-core-1.37.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/codehaus/plexus/plexus/5.1/plexus-5.1.pom: failed resolving {Maven:org.codehaus.plexus:plexus[Concrete:5.1] {}}: failed to fetch Maven project junit:junit@4.12:
API query failed: Maven registry http://127.0.0.1:32815/junit/junit/4.12/junit-4.12.pom query status: 404
failed resolution for home/kavya_parivarababu/oss-remediation-adk/autonomous-oss-remediation-workspaces/run-20260925T170726Z-89880aad/temp/autonomous-osv-kkdq5xds/repository/.m2/org/hdrhistogram/HdrHistogram/2.2.2/HdrHistogram-2.2.2.pom: failed resolving {Maven:org.hdrhistogram:HdrHistogram[Concrete:2.2.2] {}}: failed to fetch Maven project org.junit.jupiter:junit-jupiter-api@5.9.3:
